278.714	0.105263
279.248	4.78947
279.781	-1.10526
280.315	1
280.848	-2.52632
281.382	-10.2105
281.916	9.47369
282.449	4.26316
282.983	-12.6316
283.516	0.894737
284.05	-4.78947
284.583	4.21053
285.117	-6.15789
285.65	4.15789
286.184	-12.3158
286.717	5.84211
287.25	4.10526
287.784	-3.84211
288.317	6.63158
288.851	-4.10526
289.384	11.1053
289.918	-4.15789
290.451	1.57895
290.985	0.684211
291.518	-4
292.052	-4.21053
292.585	-2.57895
293.118	-9.94737
293.652	-10.1053
294.185	14.1053
294.719	-11.5263
295.252	0.947368
295.785	5.05263
296.319	2.89474
296.852	-0.157895
297.386	4.10526
297.919	-9.42105
298.452	3.15789
298.986	-11.5789
299.519	7.36842
300.052	7.52632
300.586	-4.26316
301.119	2.15789
301.652	0.421053
302.186	-1.15789
302.719	-1.89474
303.252	7.21053
303.786	0.578947
304.319	-12.0526
304.852	6.68421
305.386	0.473684
305.919	-4.21053
306.452	11.9474
306.986	-7.94737
307.519	5.94737
308.052	-6.52632
308.585	6.68421
309.119	-5.8421
309.652	5.68421
310.185	-8.52632
310.719	4.31579
311.252	5.15789
311.785	-3.05263
312.318	-10.2105
312.852	3.94737
313.385	6.42105
313.918	13.8421
314.451	-6.47368
314.984	3.52632
315.518	-3.63158
316.051	-3.36842
316.584	-10.3684
317.117	11.6316
317.65	-12
318.184	-6.78947
318.717	-7.94737
319.25	0.368421
319.783	5.21053
320.316	3.68421
320.849	0.263158
321.383	-1.10526
321.916	6.1579
322.449	-6.31579
322.982	-3.68421
323.515	3.89474
324.048	0.736842
324.581	-0.105263
325.114	6.73684
325.648	3.63158
326.181	-10.8421
326.714	4.52632
327.247	-7.36842
327.78	-0.842105
328.313	4.63158
328.846	-11.2632
329.379	4.21053
329.912	-10.7895
330.445	4.57895
330.978	-8.68421
331.511	6.47368
332.044	8.8421
332.577	-16.3158
333.111	3.63158
333.644	-6.8421
334.177	0.789474
334.71	1.63158
335.243	-1.84211
335.776	8.31579
336.309	-6.84211
336.842	9.36842
337.375	-5.21053
337.908	9.63158
338.44	-8.31579
338.973	-7.63158
339.506	9.10526
340.039	-0.736842
340.572	3.36842
341.105	7.52632
341.638	-12.1579
342.171	11.3684
342.704	7.21053
343.237	-6.42105
343.77	-7.78947
344.303	0.473684
344.836	7.05263
345.369	-12.3158
345.901	-8.15789
346.434	1
346.967	1.36842
347.5	-5.52632
348.033	8.94737
348.566	-8.63158
349.099	-0.263158
349.632	-11.7895
350.164	-1.94737
350.697	18.6842
351.23	-3.31579
351.763	0.789474
352.296	1
352.828	7.52632
353.361	1.47368
353.894	-2.21053
354.427	5.15789
354.96	-0.368421
355.492	-7.57895
356.025	-1.05263
356.558	9.57895
357.091	9.36842
357.624	-4.26316
358.156	-7.36842
358.689	7.21053
359.222	6.15789
359.755	-4.68421
360.287	-6.57895
360.82	12.2632
361.353	1.94737
361.885	-7.89474
362.418	-5.94737
362.951	-1.68421
363.483	-5.52632
364.016	19.8421
364.549	-7.78947
365.081	-2.63158
365.614	-0.105263
366.147	3.73684
366.679	2.84211
367.212	-7.68421
367.745	-3.57895
368.277	-4.57895
368.81	-1.78947
369.343	8.8421
369.875	7.78947
370.408	-12.5263
370.94	-7.10526
371.473	10.2105
372.006	-9.8421
372.538	3.26316
373.071	-3.36842
373.603	6.94737
374.136	6.42105
374.668	-4.94737
375.201	-1.94737
375.734	-6.05263
376.266	-2.15789
376.799	-3.42105
377.331	0.473684
377.864	-2.21053
378.396	-17.3158
378.929	6.26316
379.461	-0.789474
379.994	3
380.526	-4.26316
381.059	-16.3158
381.591	8.73684
382.124	1.78947
382.656	-11.5789
383.188	10.1053
383.721	0.736842
384.253	7.26316
384.786	-10.4211
385.318	0.157895
385.851	7.78947
386.383	-1.94737
386.915	-8.68421
387.448	-2.68421
387.98	-3.73684
388.513	1.52632
389.045	2.15789
389.577	-3.57895
390.11	-11.3158
390.642	4.26316
391.174	10.8421
391.707	-9.52632
