278.714	9.15789
279.248	16.8421
279.781	8.05263
280.315	9.26316
280.848	8.89474
281.382	3.78947
281.916	19.8947
282.449	17.5263
282.983	-5.26316
283.516	11.5789
284.05	7.89474
284.583	14.7895
285.117	10.6316
285.65	10.4211
286.184	-0.578947
286.717	16.4737
287.25	14.2632
287.784	10.7895
288.317	13.7895
288.851	7.57895
289.384	19.8947
289.918	9.8421
290.451	8.31579
290.985	10.5789
291.518	5.57895
292.052	4.57895
292.585	10.7895
293.118	-0.526316
293.652	3.78947
294.185	24.6316
294.719	0.210526
295.252	10.9474
295.785	14.5789
296.319	14.8947
296.852	12.7895
297.386	8.68421
297.919	4.36842
298.452	16.6316
298.986	3.89474
299.519	16.7368
300.052	18.8421
300.586	5.63158
301.119	12.0526
301.652	10
302.186	9.63158
302.719	11.1579
303.252	18.8421
303.786	12.5789
304.319	-0.684211
304.852	17.7368
305.386	11.3158
305.919	7.1579
306.452	23.4211
306.986	1.84211
307.519	20.0526
308.052	4.31579
308.585	16
309.119	8.89474
309.652	14.2105
310.185	5.21053
310.719	13.7895
311.252	15.6316
311.785	10.0526
312.318	-1.47368
312.852	10.7368
313.385	15
313.918	27.5789
314.451	3.89474
314.984	14.2632
315.518	9.47368
316.051	9.94737
316.584	-2.84211
317.117	21.6316
317.65	0.0526315
318.184	9.26316
318.717	3.10526
319.25	10.7368
319.783	16.6842
320.316	14.0526
320.849	11.8421
321.383	9.21053
321.916	14.5789
322.449	3.89474
322.982	6.21053
323.515	14.3158
324.048	14.5263
324.581	10.1579
325.114	15.4211
325.648	16.7895
326.181	0.947369
326.714	9.63158
327.247	6.68421
327.78	11.4211
328.313	12.4211
328.846	3.1579
329.379	12.3684
329.912	1.42105
330.445	14.5263
330.978	1.94737
331.511	17.3684
332.044	19
332.577	-4.1579
333.111	17.4211
333.644	6.05263
334.177	8.8421
334.71	12.4737
335.243	12.9474
335.776	18.3684
336.309	3.05263
336.842	20.6316
337.375	5.47368
337.908	21.5789
338.44	3.05263
338.973	3.63158
339.506	20.4211
340.039	12.8421
340.572	12.8421
341.105	19.8421
341.638	-0.578947
342.171	21
342.704	17.4211
343.237	7.57895
343.77	2.31579
344.303	9.8421
344.836	18.5789
345.369	1.94737
345.901	0.105263
346.434	7.63158
346.967	8.94737
347.5	5
348.033	23.3684
348.566	3.94737
349.099	9
349.632	1.78947
350.164	12.7368
350.697	26.1053
351.23	10.4211
351.763	11.3158
352.296	12.0526
352.828	16.5263
353.361	12.3158
353.894	9.21053
354.427	11.1579
354.96	10.8421
355.492	2
356.025	9.05263
356.558	24.0526
357.091	20.8421
357.624	7
358.156	6.73684
358.689	17.6842
359.222	16.6316
359.755	5.84211
360.287	7.42105
360.82	20.8947
361.353	11.8947
361.885	7.05263
362.418	6.52632
362.951	7.36842
363.483	10.4737
364.016	29.4737
364.549	4.57895
365.081	9.1579
365.614	12.8421
366.147	15.7368
366.679	10.2632
367.212	7.94737
367.745	6.78947
368.277	3.31579
368.81	11.1053
369.343	18.5789
369.875	17.6842
370.408	0.894737
370.94	6.89474
371.473	21.5789
372.006	2.52632
372.538	17.0526
373.071	8.1579
373.603	15.6316
374.136	18.6842
374.668	5.73684
375.201	12
375.734	5.26316
376.266	12.4737
376.799	5.31579
377.331	13.9474
377.864	10.1579
378.396	-6.57895
378.929	16.0526
379.461	7.31579
379.994	16.7368
380.526	11.1053
381.059	-4.42105
381.591	18.7368
382.124	12.7368
382.656	2.21053
383.188	19.4211
383.721	11.7895
384.253	19.6316
384.786	2.10526
385.318	12.3684
385.851	19.4737
386.383	11.9474
386.915	4.10526
387.448	10.4737
387.98	9.8421
388.513	15.7368
389.045	10.7895
389.577	5.94737
390.11	2.26316
390.642	19.5263
391.174	22.2105
391.707	0.578947
392.239	7.42105
392.771	27.3684
